safe_instance_id,past_tense_verb_rate,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,pov_first_rate,pov_second_rate,pov_third_rate,pov_dominant,concreteness_mean,concreteness_coverage,temporal_mention_rate,temporal_mention_count
inst_5267439fd5e6fa9c_0,0.058333,0.172,0.107,0.721,0.9117,0.008333,0.0,0.05,third,2.9915,0.8966,0.0,0
inst_cb7b7cc8610afc27_1,0.037879,0.084,0.037,0.879,0.5621,0.0,0.0,0.007576,third,3.2126,0.8478,0.037879,5
inst_857ae18359aab76d_2,0.058824,0.092,0.011,0.897,0.9403,0.037815,0.0,0.016807,first,3.0369,0.9778,0.012605,3
inst_c69d2c3bae55b7bc_3,0.008299,0.039,0.12,0.841,-0.9661,0.0,0.0,0.041494,third,3.3884,0.9651,0.016598,4
inst_289b4547308edda7_4,0.00625,0.095,0.161,0.744,-0.8737,0.0,0.0,0.05625,third,3.0823,0.9677,0.0,0
inst_296e1f787f2f9d9a_5,0.012605,0.041,0.071,0.888,-0.802,0.004202,0.004202,0.02521,third,3.2733,0.9388,0.008403,2
inst_038aa920c8392d34_6,0.021097,0.148,0.0,0.852,0.9835,0.0,0.021097,0.0,second,3.1774,0.9158,0.012658,3
inst_914f0e14c64e6c76_7,0.025316,0.115,0.027,0.858,0.9634,0.012658,0.004219,0.033755,third,3.3664,0.9388,0.0,0
inst_519a328dd05e63db_8,0.024793,0.137,0.052,0.811,0.9667,0.066116,0.024793,0.033058,first,3.0412,0.9659,0.008264,2
inst_24c673570e4ee7d9_9,0.05,0.151,0.024,0.826,0.9337,0.05,0.0,0.025,first,2.934,0.9756,0.025,3
inst_76a799c4a7372d4a_10,0.053333,0.017,0.044,0.939,-0.765,0.0,0.0,0.013333,third,3.1009,0.881,0.022222,5
inst_0a52c1f28e285ea2_11,0.067194,0.143,0.043,0.813,0.9755,0.011858,0.0,0.075099,third,3.2402,0.989,0.007905,2
inst_ebc5f9ecf7812496_12,0.035088,0.027,0.133,0.841,-0.9747,0.008772,0.0,0.004386,first,3.0518,0.8652,0.030702,7
inst_8f2df5d22995a64f_13,0.0,0.097,0.024,0.879,0.9382,0.0,0.02008,0.008032,second,3.1623,0.9057,0.0,0
inst_170d1be617f2d64c_14,0.035294,0.0,0.0,1.0,0.0,0.0,0.0,0.047059,third,3.384,0.8824,0.035294,3
inst_ca663ec7a00f003e_15,0.04955,0.049,0.048,0.903,-0.2023,0.0,0.0,0.009009,third,3.106,0.8989,0.009009,2
inst_41c4100b437f957e_16,0.014706,0.036,0.048,0.915,-0.3291,0.0,0.0,0.058824,third,2.8812,0.9615,0.007353,1
inst_7589dc3fbfa816e8_17,0.035556,0.097,0.104,0.799,-0.6696,0.0,0.0,0.008889,third,2.9014,0.9412,0.031111,7
inst_2d9348f722886262_18,0.078571,0.168,0.029,0.803,0.9703,0.035714,0.007143,0.064286,third,2.6798,0.9608,0.007143,1
inst_71a119e6882e66a7_19,0.012605,0.261,0.022,0.718,0.9944,0.067227,0.0,0.021008,first,3.0825,0.9623,0.008403,2
inst_8932ae6848c43de3_20,0.027397,0.042,0.053,0.905,-0.5416,0.0,0.0,0.018265,third,2.9504,0.9762,0.009132,2
inst_d9876b02ae4011d9_21,0.0,0.096,0.0,0.904,0.9595,0.0,0.030043,0.008584,second,3.4146,0.9524,0.012876,3
inst_0b062d4e51bbcf9e_22,0.018018,0.107,0.029,0.864,0.9207,0.117117,0.0,0.009009,first,2.9894,0.9789,0.018018,4
inst_5e1efd6855b4c080_23,0.057613,0.034,0.022,0.944,0.5423,0.0,0.0,0.016461,third,3.2186,0.975,0.032922,8
inst_d881ee07cd57306b_24,0.0,0.036,0.021,0.943,0.4588,0.0,0.0,0.006689,third,3.2097,0.5882,0.003344,1
inst_1c8886ac27b222e9_25,0.035874,0.185,0.0,0.815,0.9883,0.067265,0.008969,0.022422,first,3.0046,0.9535,0.022422,5
inst_c5ab0ae4fca095bb_26,0.034934,0.092,0.126,0.782,-0.8902,0.008734,0.0,0.026201,third,2.8938,0.956,0.004367,1
inst_96b11f1bbd4e1368_27,0.068085,0.069,0.039,0.892,0.743,0.0,0.0,0.038298,third,3.3193,0.9867,0.029787,7
inst_5967fd34e21810a6_28,0.0131,0.176,0.008,0.816,0.9875,0.069869,0.0,0.0131,first,3.0693,0.9813,0.008734,2
inst_a7937cb185e34fa5_29,0.021739,0.205,0.03,0.765,0.9899,0.06087,0.0,0.008696,first,3.513,0.9651,0.013043,3
inst_862e372e87459648_30,0.036145,0.017,0.146,0.838,-0.9805,0.008032,0.008032,0.024096,third,3.188,0.99,0.012048,3
inst_30b59b7035567c89_31,0.013575,0.228,0.054,0.718,0.9865,0.013575,0.067873,0.013575,second,2.6515,0.9118,0.00905,2
inst_86dc2da5deb32d06_32,0.067073,0.108,0.096,0.796,0.429,0.0,0.006098,0.073171,third,3.0386,0.9077,0.0,0
inst_3d26a9946a4c5506_33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,2.74,1.0,0.0,0
inst_390d3ec0ca2022dd_34,0.032086,0.12,0.0,0.88,0.9552,0.0,0.0,0.02139,third,2.7817,1.0,0.016043,3
inst_e2dffcb2ded3df38_35,0.00823,0.168,0.023,0.809,0.9821,0.0,0.0,0.045267,third,3.286,0.9604,0.00823,2
inst_061d616ffccfbbc8_36,0.046809,0.148,0.021,0.831,0.9771,0.051064,0.0,0.038298,first,2.9361,0.9455,0.0,0
inst_8a2a52f72ddab1dc_37,0.020408,0.267,0.046,0.686,0.9933,0.008163,0.0,0.0,first,2.9185,0.8611,0.032653,8
inst_bc3883a7afff6407_38,0.096,0.206,0.088,0.706,0.9822,0.02,0.028,0.036,third,2.7858,1.0,0.0,0
inst_1b6dcdafb4a8858d_39,0.022026,0.125,0.017,0.858,0.967,0.013216,0.0,0.022026,third,3.2116,0.9906,0.017621,4
inst_f559f30b0cc6e560_40,0.095652,0.061,0.143,0.796,-0.9618,0.0,0.0,0.03913,third,3.2282,1.0,0.017391,4
inst_34ef95c95ea9359a_41,0.022814,0.103,0.08,0.817,0.2812,0.007605,0.003802,0.030418,third,3.189,0.9307,0.003802,1
inst_aeecbecd0e4bbce4_42,0.070423,0.044,0.044,0.911,-0.25,0.061033,0.0,0.065728,third,3.541,0.9315,0.0,0
inst_abe4840945e41ea1_43,0.025532,0.121,0.022,0.857,0.9538,0.046809,0.025532,0.055319,third,2.9297,0.9605,0.004255,1
inst_6cc1b8805e40238c_44,0.020747,0.159,0.0,0.841,0.9871,0.016598,0.0,0.004149,first,3.0563,0.9694,0.0,0
inst_25103abc5b669422_45,0.047244,0.04,0.096,0.865,-0.8327,0.055118,0.007874,0.015748,first,3.4265,0.9583,0.015748,2
inst_deff530786140358_46,0.017467,0.083,0.078,0.839,-0.2549,0.021834,0.0,0.017467,first,2.9351,0.9467,0.017467,4
inst_235f3a5fcf599206_47,0.0,0.012,0.017,0.972,-0.25,0.0,0.0,0.0,none,3.5894,0.9254,0.015209,4
inst_200b5f8f5967ca5e_48,0.020325,0.099,0.035,0.866,0.9107,0.012195,0.0,0.069106,third,2.8789,0.949,0.004065,1
inst_86df343789cde0a7_49,0.021186,0.075,0.017,0.908,0.877,0.055085,0.016949,0.016949,first,3.4094,0.9759,0.012712,3
inst_b019746172f00dcd_50,0.032407,0.038,0.067,0.895,-0.8462,0.0,0.0,0.0,none,3.1767,0.9839,0.023148,5
inst_0829d6f7958f7189_51,0.052632,0.072,0.0,0.928,0.9309,0.061404,0.0,0.013158,first,2.8971,0.9348,0.013158,3
inst_df72fa0910492695_52,0.021097,0.104,0.028,0.868,0.8552,0.008439,0.008439,0.042194,third,3.0249,0.9688,0.012658,3
inst_5cd2e6760b2b2f62_53,0.008403,0.097,0.026,0.878,0.8729,0.033613,0.016807,0.037815,third,2.8617,0.9899,0.0,0
inst_4a9f3ca5f36c2241_54,0.025641,0.135,0.013,0.852,0.9813,0.004274,0.008547,0.047009,third,3.2721,0.9535,0.012821,3
inst_702e9b17dd8b4b60_55,0.033898,0.051,0.166,0.783,-0.9808,0.0,0.0,0.025424,third,3.2869,0.9688,0.033898,8
inst_07bf0351fa91420d_56,0.035556,0.044,0.078,0.877,-0.8047,0.0,0.0,0.031111,third,3.1199,1.0,0.008889,2
inst_5995a9bdc0aabb0f_57,0.057778,0.084,0.037,0.879,0.7783,0.0,0.0,0.008889,third,2.9946,0.9697,0.026667,6
inst_b2ecfee9afa080e9_58,0.017241,0.146,0.031,0.823,0.9554,0.073276,0.00431,0.012931,first,3.0971,0.9794,0.00431,1
inst_9eb3f39789a78e02_59,0.021459,0.196,0.0,0.804,0.9927,0.008584,0.0,0.021459,third,3.2453,0.8824,0.034335,8
inst_a1c97825791f7cc1_60,0.025424,0.124,0.094,0.781,0.2484,0.025424,0.0,0.0,first,3.033,0.9275,0.016949,4
inst_56de0220b7090f2c_61,0.020492,0.031,0.01,0.959,0.4939,0.016393,0.0,0.012295,first,3.4889,0.978,0.016393,4
inst_fe0ce0cca330ac21_62,0.0,0.152,0.096,0.752,0.6527,0.0,0.0,0.025641,third,3.5504,0.963,0.0,0
inst_8c52fd818357fbfb_63,0.027027,0.067,0.093,0.84,-0.3931,0.004505,0.0,0.027027,third,3.1454,0.9398,0.009009,2
inst_769b2135bde10e47_64,0.054264,0.075,0.02,0.905,0.7351,0.0,0.0,0.015504,third,3.4549,0.9211,0.03876,5
inst_2170ce7beeadda30_65,0.063927,0.058,0.073,0.87,-0.2732,0.004566,0.018265,0.013699,second,3.1039,0.9767,0.0,0
inst_9c821d7f471e51e3_66,0.035874,0.076,0.03,0.893,0.7436,0.035874,0.004484,0.017937,first,2.9786,0.8989,0.017937,4
inst_cc2b4d9315a5dbb2_67,0.037975,0.098,0.056,0.846,0.8587,0.067511,0.0,0.037975,first,3.0861,0.9326,0.004219,1
inst_b29c53ad2db34692_68,0.039106,0.098,0.046,0.856,0.7506,0.01676,0.0,0.011173,first,3.1956,0.95,0.027933,5
inst_520159599a3fc077_69,0.013043,0.113,0.029,0.857,0.966,0.056522,0.0,0.026087,first,3.1865,0.9806,0.030435,7
inst_848f11baeebeeabd_70,0.034632,0.0,0.124,0.876,-0.969,0.0,0.0,0.012987,third,3.0921,1.0,0.008658,2
inst_c33f99b3090ddbcb_71,0.0,0.025,0.0,0.975,0.4404,0.0,0.0,0.008621,third,4.0171,0.963,0.0,0
inst_c6fc575370ce12df_72,0.042553,0.088,0.041,0.872,0.828,0.008511,0.004255,0.021277,third,2.9735,0.906,0.008511,2
inst_222ccae6e3698ece_73,0.004329,0.141,0.017,0.842,0.9709,0.008658,0.0,0.04329,third,3.2463,0.9798,0.008658,2
inst_fe9043611b4543c1_74,0.044693,0.038,0.135,0.826,-0.9375,0.01676,0.022346,0.01676,second,2.9124,0.9512,0.0,0
inst_0676190f688476f3_75,0.065217,0.053,0.068,0.878,-0.296,0.043478,0.013043,0.021739,first,3.4063,0.9762,0.017391,4
inst_edda06e2c8e9a406_76,0.038095,0.142,0.014,0.844,0.9744,0.004762,0.009524,0.019048,third,3.4898,0.9425,0.004762,1
inst_6f43cfb19249ec82_77,0.081967,0.049,0.096,0.855,-0.8459,0.028689,0.0,0.069672,third,3.5721,0.9425,0.004098,1
inst_3a21b0c4d6d46e87_78,0.057143,0.083,0.019,0.898,0.7611,0.04,0.005714,0.068571,third,3.1355,0.9701,0.022857,4
inst_198af8bc7e39a7ba_79,0.017167,0.023,0.034,0.943,-0.3291,0.004292,0.0,0.017167,third,3.1289,0.9519,0.008584,2
inst_0eb7da1957d4fc4b_80,0.030435,0.031,0.062,0.908,-0.477,0.043478,0.017391,0.004348,first,2.9548,0.913,0.013043,3
inst_f4b18a4e45b81b57_81,0.055172,0.108,0.0,0.892,0.894,0.068966,0.006897,0.048276,first,3.3547,1.0,0.0,0
inst_f94c9b872813b99d_82,0.067669,0.0,0.172,0.828,-0.9501,0.0,0.0,0.022556,third,3.6004,0.96,0.030075,4
inst_75d8e1b4b64d2067_83,0.051282,0.115,0.078,0.807,0.8288,0.059829,0.0,0.004274,first,3.071,0.9717,0.038462,9
inst_2c0daed41756bbec_84,0.008475,0.014,0.024,0.962,-0.25,0.0,0.0,0.004237,third,3.1576,0.9897,0.004237,1
inst_cd501e9570f4e34c_85,0.051948,0.123,0.011,0.866,0.9657,0.069264,0.008658,0.017316,first,2.9048,0.9059,0.008658,2
inst_9be23bc41ae15b8b_86,0.038462,0.08,0.023,0.897,0.9072,0.042735,0.012821,0.025641,first,3.3023,0.9231,0.004274,1
inst_324153d85917c1b5_87,0.033473,0.039,0.064,0.897,-0.6249,0.0,0.0,0.025105,third,3.1487,0.9468,0.012552,3
inst_4c8340ccecf98208_88,0.022026,0.132,0.107,0.761,0.5423,0.004405,0.0,0.004405,first,3.1545,0.9485,0.017621,4
inst_40f0501fb2b0796e_89,0.004032,0.104,0.0,0.896,0.9666,0.0,0.0,0.012097,third,3.2871,0.9655,0.004032,1
inst_14c7f2f6bb3fa0eb_90,0.067708,0.073,0.167,0.76,-0.9451,0.010417,0.0,0.015625,third,3.4828,0.9091,0.041667,8
inst_c92bf2ac1358ea1d_91,0.039326,0.132,0.044,0.823,0.9253,0.039326,0.0,0.011236,first,3.4539,0.9639,0.0,0
inst_35f51a41bf16f130_92,0.031532,0.117,0.097,0.786,0.4925,0.063063,0.004505,0.018018,first,3.0499,0.9383,0.022523,5
inst_d904887ae5d1b46b_93,0.03913,0.064,0.039,0.897,0.7351,0.017391,0.008696,0.06087,third,3.4409,0.9775,0.0,0
inst_cbbd2a7f96493b52_94,0.044053,0.16,0.01,0.829,0.9795,0.044053,0.0,0.048458,third,2.9447,0.9375,0.008811,2
inst_3d38a32defc5bf5b_95,0.030172,0.072,0.096,0.832,-0.6016,0.008621,0.012931,0.030172,third,2.9077,0.9592,0.00431,1
inst_e77f66b09a44a9d4_96,0.071429,0.101,0.03,0.869,0.9477,0.016807,0.0,0.079832,third,3.2856,0.9444,0.02521,6
inst_e5af0aef9df4935f_97,0.035433,0.104,0.094,0.802,0.6522,0.059055,0.035433,0.051181,first,3.1398,0.9878,0.0,0
inst_67805e020f7c32ff_98,0.012605,0.068,0.014,0.918,0.8966,0.021008,0.012605,0.016807,first,3.0968,0.942,0.016807,4
inst_af7ecc5288f84aa0_99,0.097561,0.028,0.064,0.908,-0.8151,0.004065,0.004065,0.121951,third,3.5935,1.0,0.00813,2
inst_8a24036014e78c9c_100,0.029915,0.198,0.016,0.785,0.9868,0.0,0.0,0.017094,third,3.181,0.8953,0.029915,7
inst_54d728ea19376196_101,0.038627,0.092,0.032,0.876,0.8967,0.038627,0.0,0.017167,first,2.9357,0.8837,0.012876,3
inst_c2efa3eed50ddde7_102,0.026906,0.021,0.019,0.96,0.1027,0.008969,0.0,0.008969,first,3.5865,0.9326,0.017937,4
inst_ba06222bb9fc7059_103,0.042735,0.076,0.055,0.869,0.5023,0.012821,0.0,0.047009,third,3.2625,0.9551,0.042735,10
inst_e0d1087fd18124fc_104,0.033195,0.13,0.051,0.818,0.9555,0.0,0.008299,0.033195,third,3.0278,0.9327,0.012448,3
inst_c8a973b6d97ad6d9_105,0.012448,0.109,0.05,0.842,0.8654,0.0,0.0,0.062241,third,3.0208,0.9694,0.004149,1
inst_4670d3c8f63bf3dd_106,0.032389,0.088,0.041,0.871,0.8779,0.004049,0.0,0.012146,third,3.2309,0.9318,0.032389,8
inst_ee748a543b456d69_107,0.004505,0.059,0.095,0.846,-0.7711,0.0,0.0,0.018018,third,3.3127,0.9794,0.004505,1
inst_8fbb05d486b65d5f_108,0.02834,0.139,0.034,0.828,0.971,0.004049,0.0,0.020243,third,3.0523,0.9307,0.004049,1
inst_b8493327a60888df_109,0.03937,0.0,0.234,0.766,-0.9732,0.015748,0.007874,0.031496,third,3.3145,0.94,0.0,0
inst_73fc722a71336694_110,0.029412,0.07,0.014,0.916,0.8898,0.042017,0.0,0.029412,first,3.2215,0.8947,0.012605,3
inst_1ce009061af451f9_111,0.047945,0.084,0.08,0.836,-0.1109,0.054795,0.013699,0.006849,first,3.4283,0.9231,0.020548,3
inst_c961d24ac71471de_112,0.084677,0.143,0.017,0.84,0.9571,0.068548,0.004032,0.072581,third,2.7654,0.9783,0.004032,1
inst_892fdad8cbfdb041_113,0.013636,0.061,0.035,0.903,0.6542,0.004545,0.0,0.022727,third,3.2888,0.9722,0.018182,4
inst_cbb2b0e3a8c0fdd8_114,0.054393,0.136,0.015,0.848,0.9764,0.050209,0.004184,0.029289,first,3.0713,0.9091,0.0,0
inst_4a9107ec00028361_115,0.016393,0.131,0.028,0.841,0.5302,0.098361,0.032787,0.0,first,2.5781,1.0,0.0,0
inst_7fab32668df12a8b_116,0.012766,0.155,0.019,0.826,0.9766,0.004255,0.004255,0.008511,third,3.8239,0.9596,0.017021,4
inst_45a9763fe36bf1d9_117,0.017241,0.041,0.032,0.927,0.128,0.051724,0.017241,0.0,first,3.2352,1.0,0.017241,1
inst_4fde6be4ce45cc49_118,0.026667,0.108,0.018,0.874,0.9595,0.0,0.0,0.057778,third,3.2682,0.9506,0.013333,3
inst_944245e96ff69aff_119,0.022814,0.047,0.011,0.942,0.6199,0.0,0.0,0.015209,third,3.0205,0.97,0.038023,10
inst_8474feb247700608_120,0.0,0.113,0.0,0.887,0.4215,0.0,0.0,0.0,none,2.96,0.3333,0.030303,1
inst_0aeaec569b1b18f4_121,0.02008,0.059,0.021,0.919,0.765,0.012048,0.0,0.012048,first,3.3754,0.9425,0.012048,3
inst_9092d1543c40dafd_122,0.025532,0.078,0.056,0.866,0.5733,0.008511,0.004255,0.021277,third,3.2324,0.8765,0.017021,4
inst_baf4013f20197af4_123,0.010526,0.114,0.034,0.852,0.9377,0.057895,0.005263,0.078947,third,3.1559,0.9405,0.0,0
inst_710367a63e813ee4_124,0.036,0.275,0.061,0.663,0.9956,0.06,0.024,0.06,first,2.7973,0.98,0.012,3
inst_0eab310f20e88c68_125,0.065327,0.221,0.035,0.745,0.9879,0.015075,0.0,0.045226,third,2.9851,0.974,0.005025,1
inst_c020f5aa95d56c9f_126,0.070312,0.088,0.052,0.86,0.6944,0.023438,0.007812,0.054688,third,3.2127,0.939,0.007812,2
inst_e1539391faec6396_127,0.014706,0.165,0.027,0.808,0.9737,0.044118,0.009804,0.02451,first,3.0937,0.9556,0.029412,6
inst_20dd04a3c0a2603e_128,0.078603,0.114,0.059,0.827,0.9514,0.0,0.0,0.100437,third,3.3046,1.0,0.004367,1
inst_8d2dafb9bf92c19d_129,0.021008,0.05,0.05,0.9,-0.2263,0.008403,0.004202,0.004202,first,3.322,0.9213,0.021008,5
inst_c79d28a01ba264e7_130,0.066667,0.048,0.086,0.866,-0.7351,0.012121,0.0,0.048485,third,2.888,0.9434,0.006061,1
inst_10ffe4894407f7d7_131,0.012448,0.025,0.029,0.946,0.0772,0.0,0.0,0.004149,third,2.8334,0.859,0.029046,7
inst_9cf8fce97eb03f87_132,0.044843,0.102,0.0,0.898,0.9571,0.013453,0.004484,0.076233,third,3.0957,0.989,0.017937,4
inst_79c9a8cfc691be6b_133,0.046875,0.096,0.091,0.814,0.2533,0.015625,0.007812,0.0625,third,2.5766,0.9886,0.003906,1
inst_7e93eaf2cf9aa02a_134,0.012552,0.143,0.064,0.793,0.9553,0.012552,0.0,0.029289,third,3.382,0.8925,0.004184,1
inst_252b27d483706053_135,0.029412,0.142,0.078,0.78,0.8805,0.063025,0.0,0.037815,first,2.8594,0.8901,0.012605,3
inst_9e3e7aae91e83801_136,0.079295,0.091,0.093,0.817,-0.128,0.030837,0.0,0.017621,first,3.1107,0.9535,0.026432,6
inst_e3706e8f58c4ebcc_137,0.035714,0.0,0.0,1.0,0.0,0.003968,0.0,0.003968,first,3.0918,0.7586,0.0,0
inst_621bf76402e6c5a2_138,0.043668,0.048,0.056,0.897,0.0992,0.004367,0.0,0.021834,third,3.0263,0.898,0.021834,5
inst_6de7091776edbe16_139,0.00905,0.064,0.102,0.834,-0.9065,0.0,0.0,0.00905,third,3.1045,0.9412,0.0181,4
inst_ab9a423ffd6d783f_140,0.05042,0.174,0.046,0.78,0.9728,0.054622,0.012605,0.033613,first,3.1665,0.99,0.016807,4
inst_90c030bb9fe1b6d3_141,0.032389,0.125,0.0,0.875,0.9774,0.024291,0.0,0.032389,third,3.1151,0.9481,0.040486,10
inst_411f1d5ab4e0033f_142,0.066079,0.032,0.041,0.927,-0.4019,0.008811,0.0,0.061674,third,2.9838,0.9663,0.0,0
inst_fd9fa736406b1072_143,0.044248,0.031,0.074,0.895,-0.836,0.0,0.0,0.00885,third,3.2692,0.9813,0.035398,8
inst_10f23dfb5ea9dc8c_144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.1852,0.8214,0.034884,3
inst_21ec006a40248963_145,0.030568,0.038,0.081,0.881,-0.8463,0.0,0.0,0.030568,third,3.2405,0.9032,0.030568,7
inst_fa204faebd55791a_146,0.054167,0.042,0.0,0.958,0.8225,0.0,0.0,0.008333,third,3.1012,0.8991,0.008333,2
inst_fac06c36ab248e69_147,0.008772,0.091,0.0,0.909,0.9109,0.004386,0.0,0.035088,third,2.8208,0.987,0.008772,2
inst_53b174125903932f_148,0.0,0.062,0.063,0.876,0.5789,0.013274,0.0,0.00885,first,3.5509,0.9479,0.004425,1
inst_ae28f2f789a7ff65_149,0.016461,0.135,0.053,0.812,0.9575,0.024691,0.0,0.037037,third,2.9776,0.95,0.0,0
inst_c15b3d8cde2fe5b2_150,0.043307,0.058,0.018,0.924,0.8233,0.043307,0.015748,0.011811,first,3.139,0.8966,0.003937,1
inst_3daf621084887137_151,0.091743,0.148,0.078,0.774,0.9315,0.045872,0.0,0.045872,first,3.3176,0.9677,0.013761,3
inst_210623112b8bcaf3_152,0.069124,0.084,0.04,0.876,0.8479,0.064516,0.009217,0.046083,first,3.2833,1.0,0.0,0
inst_5bec51d1f9d1f267_153,0.056277,0.029,0.018,0.953,0.3182,0.0,0.0,0.069264,third,2.9022,0.9273,0.038961,9
inst_4e820c19a81a6bc9_154,0.007843,0.013,0.141,0.846,-0.9658,0.113725,0.003922,0.027451,first,2.9426,0.957,0.015686,4
inst_c9b8752955a19bc1_155,0.032967,0.057,0.087,0.856,-0.6369,0.076923,0.0,0.038462,first,3.1081,0.8824,0.0,0
inst_9fcacbcdcec4ab61_156,0.0,0.113,0.02,0.867,0.9353,0.007407,0.0,0.0,first,2.8932,0.6538,0.044444,12
inst_a0143f80d279276a_157,0.059829,0.08,0.073,0.847,-0.3164,0.068376,0.004274,0.008547,first,3.3428,0.9806,0.008547,2
inst_851725685b39b606_158,0.045113,0.13,0.167,0.703,-0.6558,0.030075,0.015038,0.090226,third,2.7077,1.0,0.0,0
inst_883d8de720daa4ae_159,0.08,0.05,0.037,0.912,0.4359,0.08,0.0,0.028571,first,3.3327,0.9483,0.04,7
inst_79a16c2695bff32e_160,0.033058,0.105,0.019,0.876,0.9571,0.004132,0.0,0.016529,third,3.0675,0.7556,0.033058,8
inst_c97702ad19b6a8e1_161,0.058824,0.08,0.038,0.882,0.8504,0.090498,0.004525,0.022624,first,3.1907,0.9884,0.027149,6
inst_626ff7f84697812d_162,0.017467,0.129,0.0,0.871,0.9756,0.004367,0.0,0.034934,third,2.9932,0.9775,0.0,0
inst_af1312317065c178_163,0.079832,0.082,0.024,0.894,0.9131,0.02521,0.008403,0.07563,third,2.9255,0.967,0.021008,5
inst_0d43b301a5ba64df_164,0.021552,0.093,0.085,0.822,0.5629,0.064655,0.034483,0.017241,first,2.927,0.9574,0.008621,2
inst_0e140961b003f007_165,0.099099,0.095,0.064,0.841,0.7841,0.0,0.0,0.076577,third,3.2244,0.9531,0.009009,2
inst_f1cf0263af342777_166,0.07438,0.038,0.09,0.873,-0.836,0.0,0.0,0.053719,third,2.8843,0.9255,0.008264,2
inst_2d5cd3913ae3f9e3_167,0.105023,0.007,0.043,0.95,-0.7227,0.0,0.0,0.031963,third,3.5282,0.9647,0.018265,4
inst_3f5f14413a9597e0_168,0.040179,0.119,0.134,0.746,-0.1027,0.040179,0.0,0.09375,third,2.9901,1.0,0.008929,2
inst_4a8de2e0b26b602d_169,0.008333,0.101,0.185,0.714,-0.9692,0.0,0.025,0.0375,third,3.046,0.9897,0.0125,3
inst_467eb59713414a17_170,0.076503,0.099,0.048,0.852,0.9199,0.0,0.0,0.016393,third,3.7014,0.9861,0.005464,1
inst_847099aba5b24e98_171,0.039823,0.014,0.065,0.921,-0.7964,0.0,0.0,0.022124,third,3.4057,0.974,0.00885,2
inst_6691740ee56d4c8f_172,0.034632,0.144,0.128,0.729,0.4391,0.017316,0.008658,0.017316,first,3.0804,0.9615,0.0,0
inst_88ef24194cd95125_173,0.041667,0.127,0.037,0.836,0.9504,0.027778,0.00463,0.046296,third,3.0024,0.9706,0.00463,1
inst_67726d53dfd0cc2d_174,0.039301,0.293,0.0,0.707,0.9962,0.069869,0.039301,0.026201,first,2.8413,0.9247,0.0,0
inst_3bc8ad0d367bc511_175,0.03719,0.13,0.05,0.82,0.9442,0.049587,0.008264,0.024793,first,2.8105,0.9787,0.004132,1
inst_91ccc68187b7f3e4_176,0.037657,0.0,0.0,1.0,0.0,0.0,0.0,0.008368,third,3.0496,0.9178,0.008368,2
inst_cfba1fd738d91ec0_177,0.021277,0.205,0.008,0.787,0.9907,0.017021,0.0,0.012766,first,3.2639,0.9694,0.004255,1
inst_02c4c3f6be248401_178,0.034483,0.118,0.058,0.824,0.9391,0.021552,0.0,0.043103,third,3.0341,0.9355,0.008621,2
inst_5599cebeaf0b2473_179,0.0625,0.367,0.0,0.633,0.9685,0.109375,0.0,0.0,first,3.0758,1.0,0.015625,1
inst_b518703ce90f4714_180,0.004902,0.011,0.014,0.975,-0.1027,0.0,0.0,0.004902,third,3.9769,0.8986,0.009804,2
inst_501447c5571d84e8_181,0.0,0.032,0.0,0.968,0.743,0.0,0.0,0.012766,third,2.9544,0.6757,0.038298,9
inst_6c2b1f9421f15750_182,0.030043,0.107,0.0,0.893,0.9349,0.0,0.0,0.012876,third,3.1028,0.8272,0.004292,1
inst_15d83344d4cd610d_183,0.015748,0.092,0.072,0.836,0.2896,0.062992,0.0,0.027559,first,3.1938,0.9451,0.019685,5
inst_56477690f653b664_184,0.021277,0.209,0.036,0.755,0.9927,0.046809,0.004255,0.025532,first,2.9039,0.9875,0.021277,5
inst_1db61c72f980555f_185,0.077273,0.106,0.1,0.794,-0.0998,0.104545,0.013636,0.004545,first,2.8532,0.9888,0.013636,3
inst_a09b5e1e7310b71e_186,0.0,0.204,0.0,0.796,0.9508,0.021277,0.031915,0.010638,second,2.8026,1.0,0.010638,1
inst_18a897cae8473ee1_187,0.021552,0.063,0.032,0.905,0.6332,0.012931,0.0,0.030172,third,2.9845,0.9697,0.00431,1
inst_cfcfa9ecd8297323_188,0.023669,0.113,0.038,0.848,0.904,0.035503,0.04142,0.017751,second,2.8761,0.8947,0.029586,5
inst_db52c57fec7e402d_189,0.017778,0.276,0.021,0.703,0.9959,0.071111,0.004444,0.044444,first,2.9874,0.9714,0.004444,1
inst_86e224968af7f29a_190,0.07265,0.066,0.008,0.926,0.8573,0.012821,0.0,0.017094,third,2.7914,0.9785,0.008547,2
inst_fd3afebfe5c286fe_191,0.0,0.086,0.011,0.904,0.8225,0.0,0.0,0.007463,third,3.44,0.9242,0.0,0
inst_caa188d0efe5f333_192,0.038136,0.057,0.056,0.887,0.0387,0.004237,0.0,0.029661,third,3.2416,0.9062,0.012712,3
inst_625d1ab13fb44bd1_193,0.064655,0.144,0.022,0.834,0.9712,0.0,0.0,0.051724,third,3.1929,0.9286,0.017241,4
inst_b0de8cc38be496b6_194,0.021097,0.06,0.037,0.903,0.6908,0.0,0.0,0.012658,third,3.6313,0.977,0.012658,3
