safe_instance_id,past_tense_verb_rate,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,pov_first_rate,pov_second_rate,pov_third_rate,pov_dominant,concreteness_mean,concreteness_coverage,temporal_mention_rate,temporal_mention_count
inst_f92804b1df2ddf0b_384,0.031414,0.008,0.188,0.804,-0.9879,0.04712,0.005236,0.020942,first,3.2418,0.9296,0.020942,4
inst_fb372be223b3dbed_385,0.027273,0.078,0.055,0.867,0.7005,0.0,0.0,0.009091,third,3.0067,0.8764,0.022727,5
inst_9664460cbb54aad9_386,0.008811,0.056,0.0,0.944,0.891,0.0,0.0,0.004405,third,3.1197,0.963,0.008811,2
inst_11800aedbe30cc11_387,0.064655,0.027,0.112,0.861,-0.9538,0.0,0.0,0.038793,third,3.088,0.9219,0.034483,8
inst_53c10ce5de1d8f68_388,0.035714,0.044,0.089,0.867,-0.8126,0.026786,0.013393,0.013393,first,3.5022,0.8788,0.022321,5
inst_3504b1c8d2e4469b_389,0.065217,0.023,0.079,0.898,-0.9038,0.03913,0.0,0.017391,first,3.083,0.8932,0.008696,2
inst_8075be358499080c_390,0.017778,0.085,0.01,0.905,0.934,0.057778,0.0,0.013333,first,3.0019,0.9792,0.008889,2
inst_1a5d3d55a99f4b2c_391,0.022026,0.178,0.02,0.802,0.9869,0.030837,0.008811,0.035242,third,3.1901,0.9032,0.022026,5
inst_783389486216590f_392,0.039474,0.06,0.086,0.854,-0.7627,0.0,0.0,0.008772,third,3.3647,0.9043,0.026316,6
inst_40193a2ca187264d_393,0.004202,0.016,0.014,0.971,0.1027,0.0,0.012605,0.0,second,3.7285,1.0,0.012605,3
inst_d2ef2463ed81ee9f_394,0.030043,0.293,0.0,0.707,0.9962,0.0,0.0,0.004292,third,2.9626,0.9688,0.0,0
inst_640e299d3f1754c7_395,0.042169,0.128,0.0,0.872,0.9618,0.0,0.0,0.03012,third,3.3479,1.0,0.060241,10
inst_5400358e035c8ad6_396,0.03252,0.053,0.052,0.895,0.0516,0.0,0.0,0.0,none,2.8244,0.9174,0.004065,1
inst_15bfd6c580237eba_397,0.017241,0.025,0.0,0.975,0.5994,0.0,0.0,0.00431,third,3.3894,0.9775,0.008621,2
inst_52af9f3e5077e48c_398,0.030172,0.222,0.04,0.738,0.9907,0.068966,0.030172,0.021552,first,2.8267,0.9302,0.0,0
inst_34498330553b9147_399,0.021008,0.04,0.058,0.902,-0.683,0.067227,0.004202,0.029412,first,2.9386,0.9524,0.004202,1
inst_853035bd1ea59fcf_400,0.0,0.029,0.024,0.947,0.25,0.0,0.0,0.00885,third,3.6753,0.9174,0.0,0
inst_76cfbd24e5c84853_401,0.055319,0.097,0.013,0.89,0.9558,0.004255,0.0,0.029787,third,3.3492,0.9375,0.0,0
inst_89a9b0c1f4ea0091_402,0.030172,0.175,0.208,0.616,-0.8514,0.051724,0.0,0.034483,first,2.9993,0.9457,0.0,0
inst_338ebac9f2c320f2_403,0.036,0.061,0.017,0.922,0.8481,0.0,0.0,0.032,third,2.7352,0.7692,0.036,9
inst_a052ce4a30e91316_404,0.037037,0.05,0.0,0.95,0.34,0.0,0.0,0.037037,third,3.307,0.9091,0.037037,2
inst_57d2c4cd3f36be3c_405,0.026432,0.15,0.089,0.761,0.9204,0.039648,0.044053,0.022026,second,2.7576,0.9355,0.0,0
inst_8181fb54a5ff8f46_406,0.038961,0.035,0.03,0.935,0.2716,0.0,0.0,0.004329,third,3.2136,0.9412,0.025974,6
inst_6eb7401a46e31779_407,0.06867,0.037,0.19,0.773,-0.9881,0.004292,0.0,0.021459,third,3.4094,0.9351,0.030043,7
inst_9f7e7e58f013a5de_408,0.00823,0.035,0.011,0.954,0.5719,0.0,0.0,0.016461,third,3.5838,0.9438,0.0,0
inst_6e362894c5c4186a_409,0.050279,0.134,0.044,0.823,0.9413,0.0,0.0,0.027933,third,3.2803,1.0,0.027933,5
inst_00a3da381acb694b_410,0.055556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.5179,0.9444,0.037037,4
inst_669b1faad30b5dd6_411,0.082192,0.024,0.113,0.864,-0.8687,0.0,0.0,0.020548,third,3.5044,0.9643,0.006849,1
inst_7e3fde7c40975b8f_412,0.025455,0.056,0.062,0.882,0.088,0.021818,0.003636,0.014545,first,2.8765,0.7237,0.014545,4
inst_58d3e64d87585467_413,0.032864,0.03,0.009,0.961,0.4497,0.0,0.0,0.023474,third,2.883,0.9432,0.00939,2
inst_1859aed5b1c21c99_414,0.025316,0.037,0.048,0.915,-0.0258,0.0,0.0,0.008439,third,2.7903,0.96,0.042194,10
inst_3d4667678caf9401_415,0.039474,0.101,0.028,0.87,0.936,0.0,0.0,0.004386,third,3.2686,0.967,0.017544,4
inst_636b2cc6ce2b5deb_416,0.042453,0.091,0.083,0.825,0.1779,0.0,0.0,0.018868,third,3.1448,0.9706,0.018868,4
inst_14d25569ab7c3135_417,0.060606,0.197,0.037,0.766,0.9906,0.004329,0.0,0.073593,third,2.8772,0.9574,0.004329,1
inst_d6e296f177fa9600_418,0.017167,0.035,0.048,0.917,-0.1531,0.012876,0.004292,0.021459,third,3.4438,0.9406,0.004292,1
inst_78e7f74256c21db3_419,0.009259,0.129,0.077,0.794,0.7615,0.037037,0.0,0.074074,third,2.9593,1.0,0.0,0
inst_54607c8d3c9dcfc8_420,0.004348,0.159,0.234,0.608,-0.951,0.017391,0.017391,0.017391,first,3.4096,0.98,0.008696,2
inst_9eeb0e0042c24eed_421,0.038596,0.045,0.104,0.851,-0.9245,0.035088,0.02807,0.014035,first,2.9976,0.9149,0.003509,1
inst_39c5adc25ebef674_422,0.031111,0.082,0.007,0.911,0.9382,0.022222,0.0,0.013333,first,3.0965,1.0,0.04,9
inst_138c93bceda4c57c_423,0.100402,0.046,0.112,0.842,-0.9229,0.016064,0.004016,0.104418,third,3.4118,0.9222,0.008032,2
inst_8c51433ef747c303_424,0.032922,0.043,0.087,0.87,-0.8294,0.0,0.00823,0.016461,third,3.1148,0.8403,0.004115,1
inst_0cb37238b5090b2a_425,0.030837,0.059,0.16,0.78,-0.9794,0.0,0.004405,0.030837,third,3.3818,0.875,0.017621,4
inst_aede333ad2e0d5b5_426,0.035088,0.126,0.011,0.863,0.9636,0.061404,0.0,0.017544,first,3.0717,0.9583,0.02193,5
inst_e95197f76685d1ab_427,0.032653,0.144,0.033,0.823,0.9678,0.020408,0.0,0.020408,first,2.8888,0.9783,0.020408,5
inst_da44d8a8e9da45c4_428,0.048,0.111,0.068,0.822,0.8592,0.06,0.0,0.048,first,2.8527,0.9655,0.008,2
inst_62227924e90ac5b6_429,0.016878,0.162,0.068,0.77,0.9633,0.012658,0.0,0.021097,third,3.1553,0.9222,0.016878,4
inst_5f13ab0562f206e1_430,0.053812,0.081,0.099,0.82,-0.4588,0.0,0.0,0.03139,third,3.2683,1.0,0.017937,4
inst_a6f394f327b8c720_431,0.048673,0.117,0.063,0.82,0.9042,0.0,0.0,0.039823,third,3.1248,0.9718,0.035398,8
inst_cf5224e4d1a2ced3_432,0.05,0.191,0.042,0.767,0.9859,0.004545,0.009091,0.013636,third,3.4408,0.9674,0.0,0
inst_2c0b329fb9229f5a_433,0.032967,0.017,0.023,0.96,0.1759,0.005495,0.0,0.021978,third,3.1011,0.7826,0.021978,4
inst_89dbea8b769b43ed_434,0.0131,0.112,0.043,0.845,0.93,0.004367,0.0,0.030568,third,3.1821,0.9884,0.0131,3
inst_0b357099b810ebeb_435,0.04661,0.073,0.0,0.927,0.9153,0.0,0.0,0.025424,third,3.3603,0.8919,0.0,0
inst_975e4ac33875011d_436,0.053097,0.212,0.07,0.718,0.9801,0.026549,0.061947,0.057522,second,2.9403,0.9868,0.004425,1
inst_b5dafdcd4826964c_437,0.061983,0.142,0.04,0.818,0.9587,0.041322,0.0,0.004132,first,2.9299,0.9263,0.033058,8
inst_739c0c57c637b7cf_438,0.038136,0.083,0.013,0.904,0.9371,0.004237,0.0,0.016949,third,3.2514,0.8197,0.029661,7
inst_8e497f0e168186b0_439,0.026432,0.022,0.032,0.947,0.0,0.0,0.0,0.035242,third,3.0415,0.9333,0.039648,9
inst_093d6cbe0479d824_440,0.094203,0.017,0.055,0.928,-0.5859,0.0,0.0,0.072464,third,3.5915,0.9643,0.007246,1
inst_5396c201f59c6ee6_441,0.1,0.115,0.09,0.795,0.3612,0.0,0.0,0.059091,third,3.1562,0.9518,0.004545,1
inst_420ed1448bdc468b_442,0.0,0.107,0.042,0.851,0.8793,0.051383,0.011858,0.0,first,3.4352,0.951,0.01581,4
inst_74dbcac287c3ecef_443,0.042194,0.053,0.051,0.896,0.1027,0.037975,0.0,0.029536,first,3.2304,0.9383,0.025316,6
inst_12e489de62181cd1_444,0.031111,0.106,0.009,0.885,0.9589,0.044444,0.0,0.026667,first,3.2513,0.9444,0.008889,2
inst_31a70ce5febdb347_445,0.00361,0.083,0.0,0.917,0.9468,0.0,0.0,0.0,none,3.3915,0.971,0.036101,10
inst_c85dd92086db1742_446,0.022624,0.144,0.03,0.826,0.9766,0.013575,0.0,0.00905,first,2.971,0.9647,0.0,0
inst_8e5d4a51dc21140a_447,0.008811,0.088,0.046,0.866,0.755,0.0,0.039648,0.035242,second,3.3305,0.9524,0.008811,2
inst_3e6b0ee37834c460_448,0.045455,0.116,0.104,0.78,-0.1027,0.013636,0.0,0.068182,third,3.301,0.988,0.018182,4
inst_b9a3df089f45bf26_449,0.014851,0.288,0.07,0.642,0.9944,0.024752,0.009901,0.019802,first,2.7042,1.0,0.009901,2
inst_a004f65141f634dc_450,0.008065,0.068,0.013,0.919,0.872,0.0,0.0,0.024194,third,2.9846,0.899,0.008065,2
inst_f3a5f9203dcf43f4_451,0.013216,0.175,0.101,0.724,0.9731,0.035242,0.0,0.044053,third,2.7183,0.9873,0.0,0
inst_5555f771bc4adef2_452,0.021277,0.129,0.034,0.837,0.9386,0.042553,0.008511,0.029787,first,2.8967,0.913,0.008511,2
inst_08e041a5052623b5_453,0.048246,0.107,0.04,0.853,0.9225,0.026316,0.013158,0.04386,third,2.9983,0.9524,0.017544,4
inst_0ad679e91f6a5479_454,0.020725,0.1,0.099,0.801,0.2732,0.005181,0.0,0.005181,first,3.1613,0.9186,0.025907,5
inst_c199ddee24a393e4_455,0.029586,0.058,0.0,0.942,0.7902,0.076923,0.017751,0.005917,first,2.7445,0.9062,0.011834,2
inst_947cb573d9f45fec_456,0.058824,0.079,0.215,0.706,-0.9852,0.0,0.0,0.022624,third,2.9919,0.978,0.0,0
inst_3a6943df61bb68ad_457,0.017021,0.138,0.065,0.797,0.9559,0.0,0.0,0.017021,third,3.0027,0.9595,0.004255,1
inst_e27afc135859771f_458,0.022727,0.0,0.0,1.0,0.0,0.0,0.0,0.045455,third,3.5657,1.0,0.022727,1
inst_d273c85fe3f3590a_459,0.08982,0.0,0.238,0.762,-0.9897,0.023952,0.0,0.083832,third,3.3062,0.9733,0.0,0
inst_2d81fe801fc80506_460,0.017241,0.153,0.036,0.812,0.9676,0.0,0.0,0.012931,third,2.7831,0.9886,0.012931,3
inst_0d98b3d2951e8f9c_461,0.029412,0.149,0.021,0.83,0.9821,0.046218,0.016807,0.029412,first,3.4617,0.9889,0.004202,1
inst_4bb54e64569a4e95_462,0.034632,0.03,0.054,0.916,-0.7076,0.0,0.0,0.0,none,3.3003,0.9504,0.021645,5
inst_003bd7b89e0d9f93_463,0.007407,0.066,0.092,0.842,-0.6445,0.037037,0.051852,0.02963,second,3.2841,0.9107,0.0,0
inst_b2c37e808ef6e604_464,0.070064,0.071,0.022,0.907,0.647,0.076433,0.006369,0.019108,first,3.3055,0.9286,0.0,0
inst_2a9bdde6dc5d257b_465,0.028689,0.162,0.039,0.799,0.9808,0.02459,0.0,0.008197,first,2.9933,0.9388,0.0,0
inst_7bf8021b348cd3fb_466,0.017857,0.08,0.007,0.914,0.9278,0.053571,0.03125,0.017857,first,3.0977,0.9535,0.013393,3
inst_9221fcee264511de_467,0.0,0.054,0.0,0.946,0.8225,0.004386,0.0,0.004386,first,3.6705,0.9412,0.004386,1
inst_ace9aa8b362763b9_468,0.042194,0.04,0.048,0.912,0.4284,0.054852,0.0,0.012658,first,3.4908,0.9688,0.0,0
inst_293c7691b3d1b7aa_469,0.063063,0.081,0.032,0.887,0.8834,0.0,0.0,0.036036,third,3.3847,0.9889,0.009009,2
inst_9f8cf67b1fc2ba23_470,0.046154,0.205,0.0,0.795,0.9214,0.0,0.0,0.061538,third,3.2379,1.0,0.0,0
inst_a2fa2cabe0e38e45_471,0.0,0.139,0.034,0.828,0.9478,0.013761,0.041284,0.03211,second,2.8347,0.9898,0.004587,1
inst_e1e4e0d98469211c_472,0.039216,0.145,0.0,0.855,0.9595,0.0,0.0,0.026144,third,2.7092,0.9024,0.013072,2
inst_4e61856b3d0f7c3f_473,0.02193,0.116,0.0,0.884,0.9633,0.0,0.0,0.083333,third,3.3293,0.9515,0.008772,2
inst_4b9f3ec34dff91f4_474,0.055556,0.088,0.0,0.912,0.34,0.0,0.0,0.055556,third,3.64,1.0,0.055556,2
inst_ce851d6a2ebc6d43_475,0.009479,0.31,0.071,0.619,0.9956,0.061611,0.028436,0.014218,first,2.8255,1.0,0.0,0
inst_0180d7dc637f9eb8_476,0.068966,0.105,0.107,0.788,0.145,0.00431,0.0,0.021552,third,3.4547,0.9302,0.008621,2
inst_5078a91aeefdd630_477,0.07438,0.035,0.089,0.876,-0.9117,0.008264,0.0,0.024793,third,2.7998,0.8776,0.008264,2
inst_a47d1cb67b6eced9_478,0.037344,0.102,0.052,0.846,0.8878,0.016598,0.0,0.008299,first,2.9927,0.9438,0.020747,5
inst_5010993649a87c9e_479,0.046154,0.05,0.066,0.883,-0.4588,0.015385,0.0,0.0,first,3.5165,0.9118,0.030769,2
inst_1791573df9220ce0_480,0.005747,0.077,0.008,0.915,0.8008,0.0,0.011494,0.028736,third,4.0108,0.9375,0.005747,1
inst_b9041daf73283863_481,0.094059,0.105,0.091,0.803,0.5624,0.00495,0.0,0.084158,third,2.769,0.8923,0.0,0
inst_3686b3bb90a3595f_482,0.065693,0.073,0.096,0.831,-0.5994,0.0,0.0,0.0,none,3.1003,0.9296,0.007299,1
inst_1a7266c38a802f7e_483,0.0,0.053,0.013,0.935,0.7887,0.043825,0.0,0.027888,first,2.9449,0.84,0.003984,1
inst_4b7a13c9a9bc2632_484,0.012876,0.01,0.011,0.979,-0.0772,0.008584,0.0,0.017167,third,3.1553,0.8621,0.025751,6
inst_f9db4303a0b87244_485,0.062992,0.051,0.088,0.861,-0.5952,0.062992,0.0,0.015748,first,2.7565,0.9149,0.0,0
inst_f19d4d6b0dbaee72_486,0.026432,0.073,0.036,0.891,0.8225,0.0,0.0,0.004405,third,3.1353,0.9775,0.004405,1
inst_2ee73a81c92f692e_487,0.071749,0.071,0.038,0.891,0.7089,0.035874,0.0,0.089686,third,2.9905,0.9873,0.004484,1
inst_ef921949be4a06be_488,0.041494,0.063,0.0,0.937,0.8885,0.0,0.0,0.004149,third,3.0218,0.8673,0.016598,4
inst_8f26d8061e130db3_489,0.021834,0.086,0.026,0.888,0.8606,0.008734,0.0,0.043668,third,2.7777,0.9459,0.021834,5
inst_9b3c773f7688d600_490,0.051793,0.092,0.129,0.778,-0.8587,0.031873,0.035857,0.103586,third,3.0556,0.9868,0.0,0
inst_ba4a89b2a77032c5_491,0.086957,0.132,0.013,0.856,0.9744,0.043478,0.004348,0.047826,third,2.9341,0.9524,0.008696,2
inst_8ad8547b2be045c1_492,0.008969,0.101,0.048,0.851,0.8702,0.058296,0.008969,0.022422,first,3.2087,0.9802,0.004484,1
inst_ea62dcce38996b97_493,0.0,0.099,0.0,0.901,0.8908,0.088235,0.0,0.0,first,3.203,0.9091,0.014706,2
inst_c8bcfb1f06fe3a0a_494,0.025316,0.032,0.051,0.916,-0.5758,0.054852,0.0,0.059072,third,2.999,0.9756,0.004219,1
inst_6d4355bf1158d9b6_495,0.04386,0.03,0.0,0.97,0.7096,0.0,0.0,0.017544,third,3.2505,0.9024,0.026316,6
inst_a713321acf2fb0d1_496,0.022026,0.119,0.022,0.86,0.9571,0.052863,0.008811,0.035242,first,2.7867,0.9762,0.008811,2
inst_bf866e680b38b629_497,0.012876,0.066,0.014,0.92,0.8655,0.0,0.0,0.025751,third,3.6232,0.9667,0.021459,5
inst_0ff5bdff26535075_498,0.035556,0.043,0.099,0.858,-0.9022,0.004444,0.0,0.044444,third,3.1,0.9684,0.004444,1
inst_0693ecd0a006f5fd_499,0.046414,0.124,0.008,0.868,0.9761,0.016878,0.012658,0.046414,third,3.1755,0.869,0.012658,3
inst_6d0e39db1bf3e0ac_500,0.075893,0.043,0.027,0.931,0.516,0.008929,0.0,0.040179,third,3.0176,0.9519,0.004464,1
inst_b5c5988baf8690fa_501,0.046809,0.187,0.056,0.757,0.9848,0.051064,0.008511,0.012766,first,3.4112,0.9672,0.004255,1
inst_c3f4fdaad61e70d4_502,0.038627,0.159,0.0,0.841,0.9828,0.008584,0.0,0.030043,third,3.3033,0.97,0.021459,5
inst_fb8f2509fa00e3db_503,0.053333,0.147,0.0,0.853,0.9867,0.0,0.0,0.053333,third,2.9313,0.9688,0.044444,10
inst_89ec5ff57fdf74ea_504,0.05,0.015,0.0,0.985,0.4753,0.0,0.0,0.0375,third,3.3502,0.9118,0.020833,5
inst_2f87928892972c38_505,0.069869,0.083,0.0,0.917,0.952,0.004367,0.004367,0.082969,third,3.121,0.9167,0.008734,2
inst_764a413f50c422b9_506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,4.26,0.3333,0.0,0
inst_08208557f9dcdd7b_507,0.017544,0.136,0.018,0.846,0.9732,0.004386,0.02193,0.052632,third,2.9537,0.962,0.004386,1
inst_c5852aaee7a3b6a4_508,0.030435,0.024,0.164,0.812,-0.9829,0.004348,0.0,0.013043,third,3.0933,0.9,0.0,0
inst_3569ce85ec8b47e4_509,0.054167,0.05,0.006,0.944,0.835,0.008333,0.0,0.0375,third,3.3717,0.9383,0.029167,7
inst_f8851a644ebca4da_510,0.065574,0.11,0.0,0.89,0.7424,0.016393,0.0,0.065574,third,3.1689,1.0,0.04918,3
inst_64c54af987cfaf7e_511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,3.59,0.875,0.035294,3
inst_986d3c07e46f8457_512,0.026549,0.052,0.089,0.858,-0.8196,0.030973,0.017699,0.00885,first,3.0791,0.9677,0.00885,2
inst_b13b6bae29778fe1_513,0.051948,0.141,0.125,0.735,-0.3202,0.0,0.0,0.030303,third,2.8559,0.9605,0.021645,5
inst_9f127e7714d33f1f_514,0.016129,0.047,0.0,0.953,0.8591,0.0,0.004032,0.040323,third,3.227,0.9692,0.0,0
inst_b29250098f4521e1_515,0.038961,0.124,0.046,0.83,0.9538,0.012987,0.0,0.0,first,2.9957,0.9455,0.017316,4
inst_f08d4745e08996f7_516,0.06087,0.096,0.011,0.894,0.9558,0.0,0.008696,0.06087,third,3.0331,1.0,0.026087,6
inst_8aa1d4d1495e765f_517,0.026549,0.085,0.201,0.714,-0.9894,0.0,0.0,0.013274,third,3.1333,0.9868,0.022124,5
inst_6d55a7b49e98c76c_518,0.008811,0.114,0.037,0.849,0.947,0.030837,0.026432,0.022026,first,3.1763,0.967,0.008811,2
inst_5ca6eb623a8ea9fa_519,0.045833,0.122,0.006,0.872,0.9766,0.054167,0.008333,0.025,first,3.3388,0.9351,0.008333,2
inst_ddd4f37f74216948_520,0.090909,0.15,0.0,0.85,0.8481,0.0,0.0,0.045455,third,3.7127,0.9375,0.060606,4
inst_5df837381cea8077_521,0.049451,0.083,0.012,0.904,0.9024,0.0,0.0,0.043956,third,3.2304,0.8333,0.032967,6
inst_e917115e2dcaea29_522,0.039823,0.09,0.0,0.91,0.9517,0.004425,0.004425,0.022124,third,3.203,0.98,0.022124,5
inst_a09cb00319cbf992_523,0.006711,0.057,0.0,0.943,0.7424,0.0,0.013423,0.0,second,3.9635,0.9677,0.006711,1
inst_a2b8399db145f638_524,0.026432,0.116,0.018,0.866,0.9618,0.07489,0.004405,0.026432,first,2.79,0.899,0.026432,6
inst_b0aa0a5092c681ab_525,0.009132,0.04,0.226,0.734,-0.9904,0.059361,0.018265,0.004566,first,3.0213,0.975,0.004566,1
inst_69de71e6b1690aa1_526,0.057778,0.096,0.032,0.872,0.9165,0.0,0.0,0.017778,third,3.048,0.9857,0.008889,2
inst_74740ad1816dafa4_527,0.018957,0.078,0.086,0.837,-0.3854,0.004739,0.0,0.023697,third,2.9514,0.9896,0.009479,2
inst_804eb8834d35e221_528,0.013072,0.048,0.041,0.91,-0.3409,0.019608,0.0,0.006536,first,3.0277,0.9459,0.013072,2
inst_963b05b8bea252fc_529,0.0,0.227,0.051,0.723,0.9921,0.0,0.0,0.037657,third,2.9853,0.8835,0.004184,1
inst_07f1206f2e5cd136_530,0.021008,0.057,0.085,0.858,-0.5859,0.008403,0.0,0.016807,third,2.88,0.9494,0.008403,2
inst_99d4dba0711fbfc8_531,0.008889,0.132,0.057,0.811,0.8705,0.0,0.0,0.04,third,2.9553,0.974,0.022222,5
inst_360517ce511b2972_532,0.016878,0.188,0.0,0.812,0.9908,0.059072,0.004219,0.008439,first,3.1858,0.9364,0.0,0
inst_761fd6bd02fc3525_533,0.056769,0.056,0.011,0.932,0.7184,0.0,0.0,0.039301,third,2.6637,0.9494,0.021834,5
inst_63215961dffaf19d_534,0.057613,0.048,0.079,0.873,-0.7615,0.0,0.0,0.024691,third,3.4806,0.9468,0.004115,1
inst_bf48b1eed49c3489_535,0.041475,0.241,0.0,0.759,0.9935,0.009217,0.0,0.02765,third,3.0921,0.9655,0.023041,5
inst_1cc1119399b0a205_536,0.081897,0.045,0.142,0.813,-0.9588,0.086207,0.00431,0.047414,first,2.9121,0.9,0.0,0
inst_2533f7f7a9e4b362_537,0.044843,0.161,0.048,0.791,0.9761,0.008969,0.004484,0.035874,third,3.2512,0.9872,0.049327,11
inst_6571812e2835dd14_538,0.095238,0.0,0.0,1.0,0.0,0.0,0.0,0.035714,third,3.8553,0.9744,0.02381,2
inst_2fd12f4736c0f5db_539,0.055556,0.133,0.032,0.835,0.9677,0.042735,0.0,0.017094,first,3.0863,0.8687,0.004274,1
inst_03bfcb04149c8928_540,0.029412,0.103,0.03,0.867,0.8732,0.054622,0.037815,0.012605,first,2.8545,1.0,0.004202,1
inst_5ccebbb5b93cd9e5_541,0.056034,0.037,0.0,0.963,0.6597,0.0,0.0,0.038793,third,3.3882,0.9104,0.043103,10
inst_5a27fd7afdbdd179_542,0.070833,0.031,0.043,0.926,-0.3301,0.0,0.0,0.020833,third,2.7752,0.9649,0.0125,3
inst_0314b29662951930_543,0.030702,0.045,0.0,0.955,0.7351,0.0,0.0,0.013158,third,3.294,0.9231,0.030702,7
inst_4e77ea04af7f35d4_544,0.052402,0.053,0.125,0.822,-0.9451,0.030568,0.004367,0.056769,third,3.038,0.9907,0.0131,3
inst_c9ef85295e50e6c7_545,0.050209,0.144,0.123,0.733,0.6869,0.066946,0.025105,0.020921,first,2.5901,0.9898,0.008368,2
inst_f1f898702e0f11bc_546,0.017094,0.098,0.0,0.902,0.9666,0.004274,0.0,0.021368,third,3.2594,0.9091,0.012821,3
inst_b89c9d70c1140e13_547,0.0,0.094,0.062,0.844,0.7275,0.013889,0.027778,0.023148,second,2.9487,0.9897,0.0,0
inst_e727970522f9bf08_548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,,0.0,0.0,0
inst_dc558255980930f7_549,0.081818,0.05,0.046,0.904,0.1027,0.063636,0.0,0.018182,first,3.1761,0.8444,0.018182,2
inst_c091599c91a7e79b_550,0.048458,0.079,0.096,0.825,-0.4203,0.0,0.0,0.118943,third,3.1782,0.9877,0.004405,1
inst_425346c6cda3e0d5_551,0.089286,0.055,0.154,0.791,-0.967,0.0,0.0,0.107143,third,2.6975,0.9452,0.004464,1
inst_fdc6f5da50f91c01_552,0.021739,0.082,0.066,0.853,0.53,0.0,0.0,0.021739,third,2.9231,0.9636,0.004348,1
inst_3d374b9fd0942f33_553,0.111111,0.228,0.119,0.653,0.9396,0.090278,0.0,0.027778,first,2.7106,0.9846,0.0,0
inst_37a6a032e44666b0_554,0.06383,0.121,0.0,0.879,0.9623,0.031915,0.0,0.074468,third,3.248,0.9706,0.015957,3
inst_a55fff96b174a8ba_555,0.051282,0.141,0.018,0.842,0.9755,0.025641,0.004274,0.021368,first,3.4114,0.9451,0.017094,4
inst_153aa879715b0e76_556,0.015385,0.23,0.079,0.691,0.8555,0.076923,0.030769,0.0,first,3.1054,1.0,0.015385,1
inst_ef9fd7f29b23635b_557,0.029557,0.079,0.185,0.736,-0.9692,0.083744,0.0,0.034483,first,2.8977,0.9494,0.029557,6
inst_9a476964f3dd8e61_558,0.037037,0.036,0.12,0.843,-0.8763,0.074074,0.018519,0.092593,third,3.082,0.9839,0.006173,1
inst_ac2c1825772ad849_559,0.031111,0.179,0.041,0.78,0.9874,0.084444,0.004444,0.017778,first,3.0275,0.9327,0.031111,7
inst_0f52a023ca406b0f_560,0.048035,0.039,0.136,0.825,-0.9688,0.0,0.0,0.004367,third,3.3934,0.9733,0.043668,10
inst_6eb64ab7c5dae886_561,0.044843,0.091,0.094,0.816,-0.3818,0.0,0.0,0.008969,third,3.2937,0.9359,0.026906,6
inst_76e5da0aac23f627_562,0.045161,0.067,0.139,0.794,-0.9118,0.0,0.0,0.019355,third,3.2674,0.9592,0.03871,6
inst_228d508b8b595a81_563,0.025974,0.283,0.044,0.673,0.9968,0.030303,0.0,0.021645,first,3.0224,0.9579,0.004329,1
inst_044f85a2f40b867d_564,0.03211,0.057,0.051,0.892,0.0498,0.004587,0.0,0.027523,third,3.152,0.91,0.027523,6
inst_954876d67c025770_565,0.034335,0.068,0.056,0.876,0.5488,0.021459,0.0,0.04721,third,3.0275,1.0,0.038627,9
inst_aa1e7cebe7a94192_566,0.021834,0.023,0.008,0.968,0.2382,0.0,0.0131,0.039301,third,2.9786,0.9552,0.0131,3
inst_579d8e7839dbda4b_567,0.05314,0.099,0.068,0.833,0.4854,0.0,0.0,0.019324,third,3.2557,0.9592,0.024155,5
inst_23b693948ff49062_568,0.038462,0.083,0.0,0.917,0.7184,0.0,0.0,0.051282,third,2.9716,1.0,0.012821,1
inst_62b1092283070dea_569,0.034188,0.067,0.081,0.852,-0.2896,0.0,0.0,0.012821,third,3.41,0.925,0.029915,7
inst_76dbe037b0630d9b_570,0.058091,0.17,0.016,0.814,0.9868,0.037344,0.004149,0.041494,third,3.0377,0.9485,0.012448,3
inst_b7d58ae9c5a404bc_571,0.058577,0.064,0.053,0.883,0.0364,0.012552,0.0,0.033473,third,3.0528,0.9873,0.012552,3
inst_3c20030f91a59481_572,0.016949,0.182,0.028,0.791,0.9877,0.025424,0.0,0.025424,first,3.1663,0.9574,0.0,0
inst_e8ebca768c6f5512_573,0.011719,0.178,0.0,0.822,0.9887,0.003906,0.0,0.027344,third,3.2918,0.8684,0.011719,3
inst_7601fec0c7663641_574,0.058036,0.106,0.062,0.833,0.8625,0.0,0.0,0.040179,third,3.0029,0.9494,0.022321,5
inst_62359bf943a58e36_575,0.044053,0.127,0.043,0.83,0.9531,0.017621,0.0,0.013216,first,2.8735,0.9681,0.017621,4
inst_89441dfd1f37896d_576,0.07173,0.033,0.149,0.818,-0.9793,0.0,0.012658,0.037975,third,2.9827,0.9406,0.008439,2
inst_4066eaecf9b6d20d_577,0.040359,0.069,0.081,0.849,-0.6808,0.008969,0.0,0.008969,first,2.7661,0.8952,0.0,0
inst_553694c65f5334fa_578,0.009091,0.135,0.05,0.815,0.9672,0.036364,0.0,0.031818,first,2.9903,0.9892,0.018182,4
